ReactionID,ReactionType,CatalystCoreDetail,CatalystCoreGeneric,Ligand,Reagent,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RawData,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-35485659,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.367,76,NNc1ccccc1 . CCOC(=O)CC(C)=O . N#CCC#N . O=Cc1cccc(F)c1,Cc1nn(-c2ccccc2)c2c1C(c1cccc(F)c1)C(C#N)=C(N)O2,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 111-49-9 + 32779-38-7 | PRO: 1599583-79-5 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485659"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 10 min, rt"", ""1.2"", ""12 min, 65 C"", ""?                                                                                                                              ?"", ""387. Scheme 387 (1 Reaction)"", ""Cu(II)/PTABS-Promoted, Chemoselective Amination of HaloPyrimidines"", ""By: Phulwale, Vikram; et al"", ""Journal of Organic Chemistry (2024), 89(13), 9243-9254."", ""10.1021/acs.joc.4c00171"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""111-49-9"", ""32779-38-7""], ""pro_cas"": [""1599583-79-5""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""111-49-9"", ""32779-38-7""]","[""1599583-79-5""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35485668,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.317,82,NNc1ccccc1 . CCOC(=O)CC(C)=O . O=Cc1ccccc1Cl . N#CCC#N,Cc1nn(-c2ccccc2)c2c1C(c1ccccc1Cl)C(C#N)=C(N)O2,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 108-86-1 + 1547036-10-1 | PRO: 3038178-93-4 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485668"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 10 min, rt"", ""1.2"", ""9 min, 65 C"", ""?                                                                                                                              ?"", ""283. Scheme 283 (1 Reaction)"", ""Discovery of Potent and Selective PI3K Inhibitors for the Treatment of Acute Myeloid Leukemia"", ""By: Tang, Yongmei; et al"", ""Journal of Medicinal Chemistry (2024), 67(8), 6638-6657."", ""10.1021/acs.jmedchem.4c00094"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""108-86-1"", ""1547036-10-1""], ""pro_cas"": [""3038178-93-4""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""108-86-1"", ""1547036-10-1""]","[""3038178-93-4""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35485670,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.333,78,NNc1ccccc1 . CCOC(=O)CC(C)=O . N#CCC#N . O=Cc1ccc(Br)cc1,Cc1nn(-c2ccccc2)c2c1C(c1ccc(Br)cc1)C(C#N)=C(N)O2,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 100-63-0 + 104-88-1 + 109-77-3 | PRO: 111510-09-9 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485670"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 10 min, rt"", ""1.2"", ""10 min, 65 C"", ""?                                                                                                                              ?"", ""366. Scheme 366 (1 Reaction)"", ""Fabrication of Copper(II)-coated Magnetic Core-shell Nanoparticles as an Engineered Nano-magnetic Catalyst for the Synthesis of Pyranopyrazole and Pyrazole Derivatives"", ""By: Soleimani, Maryam; et al"", ""Polycyclic Aromatic Compounds (2024), 44(1), 90-116."", ""10.1080/10406638.2023.2169472"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""100-63-0"", ""104-88-1"", ""109-77-3""], ""pro_cas"": [""111510-09-9""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""100-63-0"", ""104-88-1"", ""109-77-3""]","[""111510-09-9""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35485672,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.25,76,NNc1ccccc1 . N#CCC#N . O=Cc1ccc(F)cc1,N#Cc1c(-c2ccc(F)cc2)nn(-c2ccccc2)c1N,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 120-72-9 + 352-34-1 | PRO: 138900-16-0 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485672"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 15 min, 65 C"", ""?                                                                                                                              ?"", ""395. Scheme 395 (1 Reaction)"", ""Tosylazide as N1-Synthon: Iron-Catalyzed Nitrogenative Dimerization of Indoles to p-Bisindolopyrazine Derivatives"", ""By: Li, Jianan; et al"", ""Organic Letters (2024), 26(5), 1046-1050."", ""10.1021/acs.orglett.3c04209"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""120-72-9"", ""352-34-1""], ""pro_cas"": [""138900-16-0""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""120-72-9"", ""352-34-1""]","[""138900-16-0""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35485673,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.15,87,NNc1ccccc1 . N#CCC#N . O=Cc1ccc(Br)cc1,N#Cc1c(-c2ccc(Br)cc2)nn(-c2ccccc2)c1N,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 106-37-6 + 288-32-4 | PRO: 25372-07-0 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485673"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 9 min, 65 C"", ""?                                                                                                                              ?"", ""188. Scheme 188 (1 Reaction)"", ""Synthesis of -Extended Imidazo[1,2-a]quinolines via Carboxylic Acid-Assisted Ru(II)-Catalyzed Dual C-H Activation and Alkyne Annulation"", ""By: Hazarika, Nitumoni; et al"", ""Organic Letters (2024), 26(49), 10447-10452."", ""10.1021/acs.orglett.4c03522"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""106-37-6"", ""288-32-4""], ""pro_cas"": [""25372-07-0""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""106-37-6"", ""288-32-4""]","[""25372-07-0""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35485675,Ullmann,"[""Cupric acetate|142-71-2""]","[""Cu(II)""]","[""1,3,5-Triazine-2|"", ""4,6-triamine|"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|""]",[],[],[],65.0,0.117,78,NNc1ccccc1 . O=Cc1ccc(Cl)cc1 . N#CCC#N,N#Cc1c(-c2ccc(Cl)cc2)nn(-c2ccccc2)c1N,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.","Cu(II)/1,3,5-Triazine-2|+4,6-triamine|+N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-|/none/none",,,RCT: 108-86-1 + 288-32-4 | PRO: 7164-98-9 | CAT: 142-71-2 + 2903480-90-8,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [], ""catalysts"": [""Cupric acetate"", ""1,3,5-Triazine-2"", ""4,6-triamine"", ""N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35485675"", ""1.1"", ""Catalysts: Cupric acetate, 1,3,5-Triazine-2,4,6-triamine, N2,N4-bis(2-thienylmethylene)-N6-[3-(triethoxysilyl)propyl]-; 7 min, 65 C"", ""?                                                                                                                              ?"", ""367. Scheme 367 (1 Reaction)"", ""An eco-friendly convenient approach for the synthesis of guar gum integrated copper nanoparticles: Investigation of its catalytic activity in the C-N Ullmann coupling reactions and study of its anti-human kidney cancer effects"", ""By: Li, Nana; et al"", ""Journal of Organometallic Chemistry (2024), 1020, 123329."", ""10.1016/j.jorganchem.2024.123329"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""108-86-1"", ""288-32-4""], ""pro_cas"": [""7164-98-9""], ""rgt_cas"": [], ""cat_cas"": [""142-71-2"", ""2903480-90-8""], ""sol_cas"": [], ""notes"": [""green chemistry, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, no solvent""]}}","[""108-86-1"", ""288-32-4""]","[""7164-98-9""]",[],"[""142-71-2"", ""2903480-90-8""]",[]
31-614-CAS-35838761,Ullmann,"[""Copper oxide (Cu2O)|"", ""Copper iron oxide (CuFe2O4)|""]","[""Cu""]","[""Polyaniline|""]","[""Potassium hydroxide|1310-58-3""]","[""BASE""]","[""Dimethyl sulfoxide|67-68-5""]",100.0,54.0,95,c1c[nH]cn1 . Ic1ccccc1,c1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline|/Potassium hydroxide|1310-58-3/Dimethyl sulfoxide|67-68-5,,,RCT: 1003-29-8 + 591-50-4 | PRO: 30186-39-1 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [""Potassium hydroxide""], ""catalysts"": [""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)"", ""Polyaniline""], ""solvents"": [""Dimethyl sulfoxide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35838761"", ""1.1"", ""Reagents: Potassium hydroxide"", ""Catalysts: Copper oxide (Cu2O), Copper iron oxide (CuFe2O4), Polyaniline"", ""Solvents: Dimethyl sulfoxide; 2 h, 100 C"", ""?                                                                                                                              ?"", ""64. Scheme 64 (1 Reaction)"", ""Direct access to pyrrole anhydrides via oxidative self-coupling of pyrrole carboxaldehydes"", ""By: Panday, Surabhi; et al"", ""Organic & Biomolecular Chemistry (2024), 22(15), 3045-3052."", ""10.1039/d4ob00052h"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""1003-29-8"", ""591-50-4""], ""pro_cas"": [""30186-39-1""], ""rgt_cas"": [""1310-58-3""], ""cat_cas"": [""1317-39-1"", ""12018-79-0"", ""25233-30-1""], ""sol_cas"": [""67-68-5""], ""notes"": [""green chemistry, solid-supported catalyst (copper oxide supported on polyaniline encapsulating copper iron oxide catalyst used), Ullmann reaction, optimization study, optimized on stoichiometry of catalyst, optimized on base, optimized on solvent, optimized on temperature, optimized on time, catalyst prepared and used, recyclable catalyst used""]}}","[""1003-29-8"", ""591-50-4""]","[""30186-39-1""]","[""1310-58-3""]","[""1317-39-1"", ""12018-79-0"", ""25233-30-1""]","[""67-68-5""]"
31-614-CAS-35838763,Ullmann,"[""Copper oxide (Cu2O)|"", ""Copper iron oxide (CuFe2O4)|""]","[""Cu""]","[""Polyaniline|""]","[""Potassium hydroxide|1310-58-3""]","[""BASE""]","[""Dimethyl sulfoxide|67-68-5""]",100.0,2.0,86,C1COCCN1 . Ic1ccccc1,c1ccc(N2CCOCC2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline|/Potassium hydroxide|1310-58-3/Dimethyl sulfoxide|67-68-5,,,RCT: 104-92-7 + 288-32-4 | PRO: 10040-95-6 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [""Potassium hydroxide""], ""catalysts"": [""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)"", ""Polyaniline""], ""solvents"": [""Dimethyl sulfoxide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35838763"", ""1.1"", ""Reagents: Potassium hydroxide"", ""Catalysts: Copper oxide (Cu2O), Copper iron oxide (CuFe2O4), Polyaniline"", ""Solvents: Dimethyl sulfoxide; 2 h, 100 C"", ""?                                                                                                                              ?"", ""204. Scheme 204 (1 Reaction)"", ""Bifunctional Iodoazolium Salts: Searching for Cooperation Between Halogen Bonding and Hydrogen Bonding"", ""By: Givaudan, David; et al"", ""European Journal of Organic Chemistry (2024), 27(15), e202300261."", ""10.1002/ejoc.202300261"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""104-92-7"", ""288-32-4""], ""pro_cas"": [""10040-95-6""], ""rgt_cas"": [""1310-58-3""], ""cat_cas"": [""1317-39-1"", ""12018-79-0"", ""25233-30-1""], ""sol_cas"": [""67-68-5""], ""notes"": [""green chemistry, solid-supported catalyst (copper oxide supported on polyaniline encapsulating copper iron oxide catalyst used), Ullmann reaction, catalyst prepared and used, recyclable catalyst used""]}}","[""104-92-7"", ""288-32-4""]","[""10040-95-6""]","[""1310-58-3""]","[""1317-39-1"", ""12018-79-0"", ""25233-30-1""]","[""67-68-5""]"
31-614-CAS-35838764,Ullmann,"[""Copper oxide (Cu2O)|"", ""Copper iron oxide (CuFe2O4)|""]","[""Cu""]","[""Polyaniline|""]","[""Potassium hydroxide|1310-58-3""]","[""BASE""]","[""Dimethyl sulfoxide|67-68-5""]",100.0,13657.0,91,c1c[nH]cn1 . O=[N+]([O-])c1ccc(I)cc1,O=[N+]([O-])c1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline|/Potassium hydroxide|1310-58-3/Dimethyl sulfoxide|67-68-5,,,RCT: 552-89-6 + 15310-01-7 | PRO: 72367-19-2 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [""Potassium hydroxide""], ""catalysts"": [""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)"", ""Polyaniline""], ""solvents"": [""Dimethyl sulfoxide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35838764"", ""1.1"", ""Reagents: Potassium hydroxide"", ""Catalysts: Copper oxide (Cu2O), Copper iron oxide (CuFe2O4), Polyaniline"", ""Solvents: Dimethyl sulfoxide; 1 h, 100 C"", ""?                                                                                                                              ?"", ""136. Scheme 136 (1 Reaction)"", ""Biomass derived Cu2O nanoparticles for N-atom insertion reactions: a base-free synthesis of quinazolinones with a green approach"", ""By: R., Thrilokraj; et al"", ""Green Chemistry (2024), 26(8), 4723-4732."", ""10.1039/d4gc00569d"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""552-89-6"", ""15310-01-7""], ""pro_cas"": [""72367-19-2""], ""rgt_cas"": [""1310-58-3""], ""cat_cas"": [""1317-39-1"", ""12018-79-0"", ""25233-30-1""], ""sol_cas"": [""67-68-5""], ""notes"": [""green chemistry, solid-supported catalyst (copper oxide supported on polyaniline encapsulating copper iron oxide catalyst used), Ullmann reaction, catalyst prepared and used, recyclable catalyst used, alternative preparation shown""]}}","[""552-89-6"", ""15310-01-7""]","[""72367-19-2""]","[""1310-58-3""]","[""1317-39-1"", ""12018-79-0"", ""25233-30-1""]","[""67-68-5""]"
31-614-CAS-35838765,Ullmann,"[""Copper oxide (Cu2O)|"", ""Copper iron oxide (CuFe2O4)|""]","[""Cu""]","[""Polyaniline|""]","[""Potassium hydroxide|1310-58-3""]","[""BASE""]","[""Dimethyl sulfoxide|67-68-5""]",100.0,6.0,82,c1c[nH]cn1 . COc1ccc(I)cc1,COc1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline|/Potassium hydroxide|1310-58-3/Dimethyl sulfoxide|67-68-5,,,RCT: 626-55-1 + 2761091-68-1 | PRO: 2761091-81-8 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"{""txt"": {""title"": ""Organic Letters (2024), 26(5), 1046-1050."", ""authors"": ""Li, Jianan; et al"", ""citation"": ""Organic Letters (2024), 26(5), 1046-1050."", ""reagents"": [""Potassium hydroxide""], ""catalysts"": [""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)"", ""Polyaniline""], ""solvents"": [""Dimethyl sulfoxide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-35838765"", ""1.1"", ""Reagents: Potassium hydroxide"", ""Catalysts: Copper oxide (Cu2O), Copper iron oxide (CuFe2O4), Polyaniline"", ""Solvents: Dimethyl sulfoxide; 6 h, 100 C"", ""?                                                                                                                              ?"", ""287. Scheme 287 (1 Reaction)"", ""Discovery of Potent and Selective PI3K Inhibitors for the Treatment of Acute Myeloid Leukemia"", ""By: Tang, Yongmei; et al"", ""Journal of Medicinal Chemistry (2024), 67(8), 6638-6657."", ""10.1021/acs.jmedchem.4c00094"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""626-55-1"", ""2761091-68-1""], ""pro_cas"": [""2761091-81-8""], ""rgt_cas"": [""1310-58-3""], ""cat_cas"": [""1317-39-1"", ""12018-79-0"", ""25233-30-1""], ""sol_cas"": [""67-68-5""], ""notes"": [""green chemistry, solid-supported catalyst (copper oxide supported on polyaniline encapsulating copper iron oxide catalyst used), Ullmann reaction, catalyst prepared and used, recyclable catalyst used""]}}","[""626-55-1"", ""2761091-68-1""]","[""2761091-81-8""]","[""1310-58-3""]","[""1317-39-1"", ""12018-79-0"", ""25233-30-1""]","[""67-68-5""]"
