ReactionID	ReactionType	CatalystCoreDetail	CatalystCoreGeneric	Ligand	Reagent	ReagentRole	Solvent	Temperature_C	Time_h	Yield_%	ReactantSMILES	ProductSMILES	Reference	CondKey	CondSig	FamSig	RawCAS	RawData	RCTName	PROName	RGTName	CATName	SOLName
31-117-CAS-22288687	Other	"[""4-(Dimethylamino)pyridine|1122-58-3""]"	[]	[]	"[""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide|1892-57-5"", ""1-Hydroxybenzotriazole|2592-95-2""]"	"[""UNK""]"	"[""Dimethylformamide|68-12-2""]"	35.0	0.75	80	COc1ccc(C(=CC(=O)O)Cc2ccccc2)cc1 . CCCN	CCCNC(=O)CC(=Cc1ccccc1)c1ccc(OC)cc1	Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.	none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide|1892-57-5+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2			RCT: 75-64-9 + 402-13-1 | PRO: 142641-24-5 | RGT: 1892-57-5 + 2592-95-2 | CAT: 1122-58-3 | SOL: 68-12-2	"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide"", ""1-Hydroxybenzotriazole""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-117-CAS-22288687"", ""1.1"", ""Reagents: 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide, 1-Hydroxybenzotriazole"", ""Catalysts: 4-(Dimethylamino)pyridine"", ""Solvents: Dimethylformamide; 30 min, 0 °C"", ""1.2"", ""15 min, 0 °C; 35 °C"", ""56. Scheme 56 (1 Reaction)"", ""Discovery of HDAC6, HDAC8, and 6/8 Inhibitors and Development of Cell-Based Drug Screening Models for the Treatment of TGF-β-Induced Idiopathic Pulmonary Fibrosis"", ""By: Yu, Wei-Chieh; et al"", ""Journal of Medicinal Chemistry (2023), 66(15), 10528-10557."", ""10.1021/acs.jmedchem.3c00644"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""75-64-9"", ""402-13-1""], ""pro_cas"": [""142641-24-5""], ""rgt_cas"": [""1892-57-5"", ""2592-95-2""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""68-12-2""], ""notes"": []}}"	"[""75-64-9"", ""402-13-1""]"	"[""142641-24-5""]"	"[""1892-57-5"", ""2592-95-2""]"	"[""1122-58-3""]"	"[""68-12-2""]"
31-170-CAS-23304717	Other	[]	[]	[]	"[""Potassium hydroxide|1310-58-3""]"	"[""BASE""]"	"[""Dimethyl sulfoxide|67-68-5""]"	125.0	21.0	83	Nc1cc(F)ccc1C(=O)O . CC(=O)O.N=CN . CN(C)CCCO	CN(C)CCCOc1ccc2c(=O)nc[nH]c2c1	Journal of Medicinal Chemistry (2024), 67(11), 8757-8790. | Breidenbach, Julian; et al | Journal of Medicinal Chemistry (2024), 67(11), 8757-8790.	none/none/Potassium hydroxide|1310-58-3/Dimethyl sulfoxide|67-68-5			RCT: 3075104-43-4 + 62965-35-9 | PRO: 3075104-54-7 | RGT: 1310-58-3 | SOL: 67-68-5	"{""txt"": {""title"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""authors"": ""Breidenbach, Julian; et al"", ""citation"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""reagents"": [""Potassium hydroxide""], ""catalysts"": [], ""solvents"": [""Dimethyl sulfoxide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-170-CAS-23304717"", ""1.1"", ""Solvents: Dimethyl sulfoxide; rt; 4 h, rt → 120 °C"", ""1.2"", ""1 h, 120 °C"", ""1.3"", ""Reagents: Potassium hydroxide; 16 h, 125 °C"", ""103. Scheme 103 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Double bond geometry shown"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Double bond geometry shown"", ""Macrocyclic Azapeptide Nitriles: Structure-Based Discovery of Potent SARS-CoV-2 Main Protease Inhibitors as Antiviral Drugs"", ""By: Breidenbach, Julian; et al"", ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""10.1021/acs.jmedchem.4c00053"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""3075104-43-4"", ""62965-35-9""], ""pro_cas"": [""3075104-54-7""], ""rgt_cas"": [""1310-58-3""], ""cat_cas"": [], ""sol_cas"": [""67-68-5""], ""notes"": []}}"	"[""3075104-43-4"", ""62965-35-9""]"	"[""3075104-54-7""]"	"[""1310-58-3""]"	[]	"[""67-68-5""]"
31-356-CAS-22071800	Other	"[""4-(Dimethylamino)pyridine|1122-58-3""]"	[]	[]	"[""Triethylamine|121-44-8""]"	"[""BASE""]"	"[""Dichloromethane|75-09-2""]"	40.0	30.0	82	COC(=O)[C@@H](N)CO.Cl . C(=NC1CCCCC1)=NC1CCCCC1 . O=C(O)/C=C/c1ccc(F)cc1	COC(=O)[C@H](CO)NC(=O)/C=C/c1ccc(F)cc1 . COC(=O)[C@H](COC(=O)/C=C/c1ccc(F)cc1)NC(=O)/C=C/c1ccc(F)cc1 . O=C(/C=C/c1ccc(F)cc1)OC(=NC1CCCCC1)NC1CCCCC1	Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.	none/none/Triethylamine|121-44-8/Dichloromethane|75-09-2			RCT: 154740-93-9 + 13515-97-4 | PRO: 3007690-41-4 | RGT: 121-44-8 | CAT: 1122-58-3 | SOL: 75-09-2	"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-356-CAS-22071800"", ""1.1"", ""Reagents: Triethylamine"", ""Solvents: Dichloromethane; 2 h, 40 °C; 0.5 h, 40 °C"", ""1.2"", ""Catalysts: 4-(Dimethylamino)pyridine"", ""Solvents: Dichloromethane; 30 min, 40 °C; 2 h, 40 °C; 24 h, rt; 1 h, 5 °C"", ""88. Scheme 88 (1 Reaction)"", ""Nonpeptidic Oxazole Based Prolyl Oligopeptidase Ligands with Disease Modifying Effects on alpha Synuclein Mouse Models of Parkinson Disease"", ""By: Kilpelainen, Tommi P.; et al"", ""Journal of Medicinal Chemistry (2023), 66(11), 7475-7496."", ""10.1021/acs.jmedchem.3c00235"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""154740-93-9"", ""13515-97-4""], ""pro_cas"": [""3007690-41-4""], ""rgt_cas"": [""121-44-8""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""75-09-2""], ""notes"": []}}"	"[""154740-93-9"", ""13515-97-4""]"	"[""3007690-41-4""]"	"[""121-44-8""]"	"[""1122-58-3""]"	"[""75-09-2""]"
31-356-CAS-22071801	Other	"[""4-(Dimethylamino)pyridine|1122-58-3""]"	[]	[]	"[""Triethylamine|121-44-8"", ""Dicyclohexylcarbodiimide|538-75-0""]"	"[""BASE""]"	"[""Dichloromethane|75-09-2""]"	40.0	30.0	82	COC(=O)[C@@H](N)CO.Cl . COc1ccc(/C=C/C(=O)O)cc1	COC(=O)[C@H](CO)NC(=O)/C=C/c1ccc(OC)cc1 . COC(=O)[C@H](COC(=O)/C=C/c1ccc(OC)cc1)NC(=O)/C=C/c1ccc(OC)cc1	Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.	none/none/Dicyclohexylcarbodiimide|538-75-0+Triethylamine|121-44-8/Dichloromethane|75-09-2			RCT: 51293-47-1 + 34017-27-1 | PRO: 2387522-85-0 | RGT: 121-44-8 + 538-75-0 | CAT: 1122-58-3 | SOL: 75-09-2	"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine"", ""Dicyclohexylcarbodiimide""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-356-CAS-22071801"", ""1.1"", ""Reagents: Triethylamine"", ""Solvents: Dichloromethane; 2 h, 40 °C; 0.5 h, 40 °C"", ""1.2"", ""Reagents: Dicyclohexylcarbodiimide"", ""Catalysts: 4-(Dimethylamino)pyridine"", ""Solvents: Dichloromethane; 30 min, 40 °C; 2 h, 40 °C; 24 h, rt; 1 h, 5 °C"", ""90. Scheme 90 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Discovery of novel tripeptide propylene oxide proteasome inhibitors for the treatment of multiple myeloma"", ""By: Zhang, Wen; et al"", ""Bioorganic & Medicinal Chemistry (2021), 40, 116182."", ""10.1016/j.bmc.2021.116182"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""51293-47-1"", ""34017-27-1""], ""pro_cas"": [""2387522-85-0""], ""rgt_cas"": [""121-44-8"", ""538-75-0""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""75-09-2""], ""notes"": []}}"	"[""51293-47-1"", ""34017-27-1""]"	"[""2387522-85-0""]"	"[""121-44-8"", ""538-75-0""]"	"[""1122-58-3""]"	"[""75-09-2""]"
31-356-CAS-22071802	Other	"[""4-(Dimethylamino)pyridine|1122-58-3""]"	[]	[]	"[""Triethylamine|121-44-8""]"	"[""BASE""]"	"[""Dichloromethane|75-09-2""]"	40.0	30.0	85	COC(=O)[C@@H](N)CO.Cl . C(=NC1CCCCC1)=NC1CCCCC1 . Cc1ccc(/C=C/C(=O)O)cc1	Cc1ccc(/C=C/C(=O)OC(=NC2CCCCC2)NC2CCCCC2)cc1 . COC(=O)[C@H](CO)NC(=O)/C=C/c1ccc(C)cc1 . COC(=O)[C@H](COC(=O)/C=C/c1ccc(C)cc1)NC(=O)/C=C/c1ccc(C)cc1	Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.	none/none/Triethylamine|121-44-8/Dichloromethane|75-09-2			RCT: 103365-47-5 + 74-89-5 | PRO: 2734274-03-2 | RGT: 121-44-8 | CAT: 1122-58-3 | SOL: 75-09-2	"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-356-CAS-22071802"", ""1.1"", ""Reagents: Triethylamine"", ""Solvents: Dichloromethane; 2 h, 40 °C; 0.5 h, 40 °C"", ""1.2"", ""Catalysts: 4-(Dimethylamino)pyridine"", ""Solvents: Dichloromethane; 30 min, 40 °C; 2 h, 40 °C; 24 h, rt; 1 h, 5 °C"", ""54. Scheme 54 (1 Reaction)"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Absolute stereochemistry shown"", ""Discovery of Nanomolar DCAF1 Small Molecule Ligands"", ""By: Li, Alice Shi Ming; et al"", ""Journal of Medicinal Chemistry (2023), 66(7), 5041-5060."", ""10.1021/acs.jmedchem.2c02132"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""103365-47-5"", ""74-89-5""], ""pro_cas"": [""2734274-03-2""], ""rgt_cas"": [""121-44-8""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""75-09-2""], ""notes"": []}}"	"[""103365-47-5"", ""74-89-5""]"	"[""2734274-03-2""]"	"[""121-44-8""]"	"[""1122-58-3""]"	"[""75-09-2""]"
31-363-CAS-23416807	Other	[]	[]	[]	"[""7647-01-0|7647-01-0"", ""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Hydrochloric acid|"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]"	"[""BASE""]"	"[""Methanol|67-56-1"", ""Dichloromethane|75-09-2"", ""1,4-Dioxane|123-91-1"", ""Dimethylformamide|68-12-2""]"	0.0	4.0	88	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)cc1 . CC(C)(C)OC(=O)NCCCCCC(=O)O	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCNC(=O)OC(C)(C)C)C(C)(C)C)cc1	Journal of Medicinal Chemistry (2024), 67(11), 8757-8790. | Breidenbach, Julian; et al | Journal of Medicinal Chemistry (2024), 67(11), 8757-8790.	none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+7647-01-0|7647-01-0+Diisopropylethylamine|+Hydrochloric acid|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/1,4-Dioxane|123-91-1+Dichloromethane|75-09-2+Dimethylformamide|68-12-2+Methanol|67-56-1			RCT: 1643412-36-5 + 2743342-83-6 | PRO: 2743340-78-3 | RGT: 7647-01-0 + 7087-68-5 + 148893-10-1 | SOL: 67-56-1 + 75-09-2 + 123-91-1 + 68-12-2	"{""txt"": {""title"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""authors"": ""Breidenbach, Julian; et al"", ""citation"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""reagents"": [""Hydrochloric acid"", ""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Methanol"", ""Dichloromethane"", ""1,4-Dioxane"", ""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-363-CAS-23416807"", ""1.1"", ""Reagents: Hydrochloric acid"", ""Solvents: Methanol, Dichloromethane, 1,4-Dioxane; 2 h, rt"", ""1.2"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Dimethylformamide; rt → 0 °C; 2 h, rt"", ""342. Scheme 342 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Identification and Optimization of RNA-Splicing Modulators as Huntingtin Protein-Lowering Agents for the Treatment of Huntington’s Disease"", ""By: Liu, Longbin; et al"", ""Journal of Medicinal Chemistry (2023), 66(18), 13205-13246."", ""10.1021/acs.jmedchem.3c01173"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""1643412-36-5"", ""2743342-83-6""], ""pro_cas"": [""2743340-78-3""], ""rgt_cas"": [""7647-01-0"", ""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""67-56-1"", ""75-09-2"", ""123-91-1"", ""68-12-2""], ""notes"": []}}"	"[""1643412-36-5"", ""2743342-83-6""]"	"[""2743340-78-3""]"	"[""7647-01-0"", ""7087-68-5"", ""148893-10-1""]"	[]	"[""67-56-1"", ""75-09-2"", ""123-91-1"", ""68-12-2""]"
31-367-CAS-21533229	Other	[]	[]	[]	"[""1-Hydroxybenzotriazole|2592-95-2"", ""Diisopropylethylamine|7087-68-5"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8"", ""Water|7732-18-5""]"	"[""BASE"", ""WORKUP""]"	"[""Dimethylformamide|68-12-2""]"	25.0	10.0	80	COC(=O)CCC(=O)O . CC(C)c1cc(C(=O)N2Cc3ccc(N)cc3C2)c(OCc2ccccc2)cc1OCc1ccccc1	COC(=O)CCC(=O)Nc1ccc2c(c1)CN(C(=O)c1cc(C(C)C)c(OCc3ccccc3)cc1OCc1ccccc1)C2	Journal of Medicinal Chemistry (2024), 67(11), 8757-8790. | Breidenbach, Julian; et al | Journal of Medicinal Chemistry (2024), 67(11), 8757-8790.	none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2+Diisopropylethylamine|7087-68-5+Water|7732-18-5/Dimethylformamide|68-12-2			RCT: 32667-98-4 + 3033295-77-8 | PRO: 3033295-78-9 | RGT: 2592-95-2 + 7087-68-5 + 25952-53-8 + 7732-18-5 | SOL: 68-12-2	"{""txt"": {""title"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""authors"": ""Breidenbach, Julian; et al"", ""citation"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""reagents"": [""1-Hydroxybenzotriazole"", ""Diisopropylethylamine"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Water""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-367-CAS-21533229"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, Diisopropylethylamine, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 5 h, rt; 5 h, rt"", ""1.2"", ""Reagents: Water; rt"", ""358. Scheme 358 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Design and characterization of PROTAC degraders specific to protein N-terminal methyltransferase 1"", ""By: Zhou, Qilong; et al"", ""European Journal of Medicinal Chemistry (2022), 244, 114830."", ""10.1016/j.ejmech.2022.114830"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""32667-98-4"", ""3033295-77-8""], ""pro_cas"": [""3033295-78-9""], ""rgt_cas"": [""2592-95-2"", ""7087-68-5"", ""25952-53-8"", ""7732-18-5""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}"	"[""32667-98-4"", ""3033295-77-8""]"	"[""3033295-78-9""]"	"[""2592-95-2"", ""7087-68-5"", ""25952-53-8"", ""7732-18-5""]"	[]	"[""68-12-2""]"
31-367-CAS-21607012	Other	[]	[]	[]	"[""1-Hydroxybenzotriazole|2592-95-2"", ""Diisopropylethylamine|7087-68-5"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]"	"[""BASE""]"	"[""Dichloromethane|75-09-2""]"	0.0	6.5	85	CC(C)(C)OC(=O)NCC(=O)O . Cn1cc(Nc2cc(-c3cccc(N)c3)ncn2)cn1	Cn1cc(Nc2cc(-c3cccc(NC(=O)CNC(=O)OC(C)(C)C)c3)ncn2)cn1	Journal of Medicinal Chemistry (2024), 67(11), 8757-8790. | Breidenbach, Julian; et al | Journal of Medicinal Chemistry (2024), 67(11), 8757-8790.	none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2+Diisopropylethylamine|7087-68-5/Dichloromethane|75-09-2			RCT: 21743-75-9 + 1441057-79-9 | PRO: 2765826-08-0 | RGT: 2592-95-2 + 7087-68-5 + 25952-53-8 | SOL: 75-09-2	"{""txt"": {""title"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""authors"": ""Breidenbach, Julian; et al"", ""citation"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""reagents"": [""1-Hydroxybenzotriazole"", ""Diisopropylethylamine"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-367-CAS-21607012"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, Diisopropylethylamine, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dichloromethane; 30 min, 0 °C"", ""1.2"", ""6 h, 0 °C → rt"", ""129. Scheme 129 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Synthesis Optimization, Scale-Up, and Catalyst Screening Efforts toward the MGAT2 Clinical Candidate, BMS-963272"", ""By: Kempson, James; et al"", ""Organic Process Research & Development (2022), 26(4), 1327-1335."", ""10.1021/acs.oprd.2c00036"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""21743-75-9"", ""1441057-79-9""], ""pro_cas"": [""2765826-08-0""], ""rgt_cas"": [""2592-95-2"", ""7087-68-5"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}"	"[""21743-75-9"", ""1441057-79-9""]"	"[""2765826-08-0""]"	"[""2592-95-2"", ""7087-68-5"", ""25952-53-8""]"	[]	"[""75-09-2""]"
31-367-CAS-21607035	Other	[]	[]	[]	"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]"	"[""BASE""]"	"[""Tetrahydrofuran|109-99-9""]"	0.0	16.0	95	N#CCC(=O)O . Cn1cc(Nc2cc(-c3cccc(N)c3)ncn2)cn1	Cn1cc(Nc2cc(-c3cccc(NC(=O)CC#N)c3)ncn2)cn1	Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.	none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Tetrahydrofuran|109-99-9			RCT: 2387522-91-8 + 247068-85-5 | PRO: 2387523-05-7 | RGT: 7087-68-5 + 148893-10-1 | SOL: 109-99-9	"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-367-CAS-21607035"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Tetrahydrofuran; 0 °C; 16 h, rt"", ""482. Scheme 482 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Discovery of novel tripeptide propylene oxide proteasome inhibitors for the treatment of multiple myeloma"", ""By: Zhang, Wen; et al"", ""Bioorganic & Medicinal Chemistry (2021), 40, 116182."", ""10.1016/j.bmc.2021.116182"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""2387522-91-8"", ""247068-85-5""], ""pro_cas"": [""2387523-05-7""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""109-99-9""], ""notes"": []}}"	"[""2387522-91-8"", ""247068-85-5""]"	"[""2387523-05-7""]"	"[""7087-68-5"", ""148893-10-1""]"	[]	"[""109-99-9""]"
31-367-CAS-21717118	Other	"[""4-(Dimethylamino)pyridine|1122-58-3""]"	[]	[]	"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]"	"[""UNK""]"	"[""Dimethylformamide|68-12-2""]"	0.0	3.167	87	O=C(O)c1ccc2oc(=O)ccc2c1 . COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](N)Cc2ccccc2)cc1	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc3oc(=O)ccc3c2)cc1	Journal of Medicinal Chemistry (2024), 67(11), 8757-8790. | Breidenbach, Julian; et al | Journal of Medicinal Chemistry (2024), 67(11), 8757-8790.	none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2			RCT: 62456-15-9 + 3036049-14-3 | PRO: 3036049-15-4 | RGT: 2592-95-2 + 25952-53-8 | CAT: 1122-58-3 | SOL: 68-12-2	"{""txt"": {""title"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""authors"": ""Breidenbach, Julian; et al"", ""citation"": ""Journal of Medicinal Chemistry (2024), 67(11), 8757-8790."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-367-CAS-21717118"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 10 min, 0 °C; 1 h, rt"", ""1.2"", ""Catalysts: 4-(Dimethylamino)pyridine; 2 h, rt"", ""230. Scheme 230 (1 Reaction)"", ""Double bond geometry shown"", ""Relative stereochemistry shown"", ""Relative stereochemistry shown"", ""Double bond geometry shown"", ""Discovery of Novel Macrocyclic MERTK/AXL Dual Inhibitors"", ""By: Kong, Deyu; et al"", ""Journal of Medicinal Chemistry (2024), 67(7), 5866-5882."", ""10.1021/acs.jmedchem.4c00148"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""62456-15-9"", ""3036049-14-3""], ""pro_cas"": [""3036049-15-4""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""68-12-2""], ""notes"": []}}"	"[""62456-15-9"", ""3036049-14-3""]"	"[""3036049-15-4""]"	"[""2592-95-2"", ""25952-53-8""]"	"[""1122-58-3""]"	"[""68-12-2""]"
