ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS
RXN000001,Ullmann,[],"[""Cu""]","[""none""]","[""Tripotassium phosphate (K3PO4)""]","[""UNK""]","[""DMSO""]",,,100.0,"[""O=C(O)[C@@H]1CCCN1"", ""CC1(C)C(=O)N(COCC[Si](C)(C)C)C(=O)N1c1cn2c(n1)-c1ccc(I)cc1OCC2""]","[""CC1(C)C(=O)N(COCC[Si](C)(C)C)C(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(=O)O)cc1OCC2""]","Journal of Medicinal Chemistry (2022), 65(24), 16589-16621",Cu/none/Tripotassium phosphate (K3PO4)/DMSO,84B410C9,2883FE9C,7681-65-4 + 7778-53-2 + 67-68-5
RXN000002,Ullmann,[],"[""Cu""]","[""none""]","[""Cs2CO3""]","[""BASE""]","[""DMF""]",,,100.0,"[""Ic1ccccc1"", ""COc1ccc2[nH]ccc2c1""]","[""COc1ccc2c(ccn2-c2ccccc2)c1""]","Organic Letters (2024), 26(5), 1046-1050",Cu/none/Cs2CO3/DMF,80A3A687,80A3A687,7681-65-4 + 534-17-8 + 68-12-2
RXN000003,Ullmann,[],"[""Cu""]","[""none""]","[""K2CO3"", ""Water""]","[""BASE"", ""UNK""]","[""DMSO""]",,,100.0,"[""c1ccc2c(c1)[nH]c1ccccc12"", ""FC(F)(F)c1ccc(Br)cc1""]","[""FC(F)(F)c1ccc(-n2c3ccccc3c3ccccc32)cc1""]","Chemistry - A European Journal (2024), 30(1), e202302876",Cu/none/K2CO3+Water/DMSO,51420980,51420980,147-85-3 + 7681-65-4 + 584-08-7 + 7732-18-5 + 67-68-5
RXN000004,Ullmann,[],"[""Cu""]","[""none""]","[""K2CO3"", ""Water""]","[""BASE"", ""UNK""]","[""DMSO""]",,,100.0,"[""c1ccc2c(c1)[nH]c1ccccc12"", ""Brc1ccccc1""]","[""c1ccc(-n2c3ccccc3c3ccccc32)cc1""]","Chemistry - A European Journal (2024), 30(1), e202302876",Cu/none/K2CO3+Water/DMSO,51420980,51420980,147-85-3 + 7681-65-4 + 584-08-7 + 7732-18-5 + 67-68-5
RXN000005,Ullmann,[],"[""Cu""]","[""none""]","[""Cs2CO3""]","[""BASE""]","[""DMSO"", ""Acetonitrile""]",,,95.0,"[""c1ccc2c(c1)[nH]c1ccccc12"", ""Brc1ccccc1""]","[""c1ccc(-n2c3ccccc3c3ccccc32)cc1""]","Tetrahedron Letters (2022), 109154140",Cu/none/Cs2CO3/DMSO+Acetonitrile,C1C09FAD,C1C09FAD,1317-39-1 + 920366-91-2 + 534-17-8 + 67-68-5 + 75-05-8
RXN000006,Ullmann,[],"[""Cu""]","[""none""]","[""Sodium methoxide (NaOMe)""]","[""UNK""]","[""DMSO""]",,,100.0,"[""Clc1cccc(Br)c1"", ""C1COCCN1""]","[""Clc1cccc(N2CCOCC2)c1""]","Journal of the American Chemical Society (2024), 146(38), 25949-25955",Cu/none/Sodium methoxide (NaOMe)/DMSO,1543F624,B08590E9,7787-70-4 + 2897657-05-3 + 124-41-4 + 67-68-5
RXN000007,Ullmann,[],"[""Cu""]","[""none""]","[""Tripotassium phosphate (K3PO4)""]","[""UNK""]","[""Sulfolane (tetramethylene sulfone)""]",,,99.0,"[""O=C(c1ccccc1)c1ccc(Br)cc1"", ""CCSc1ccc2c(c1)Nc1ccccc1S2""]","[""CCSc1ccc2c(c1)N(c1ccc(C(=O)c3ccccc3)cc1)c1ccccc1S2""]","Organic Letters (2022), 24(31), 5817-5824",Cu/none/Tripotassium phosphate (K3PO4)/Sulfolane (tetramethylene sulfone),6DF6C43F,12431178,7681-65-4 + 920366-91-2 + 7778-53-2 + 126-33-0
RXN000008,Ullmann,[],"[""Cu""]","[""none""]",[],[],"[""1,2-Dichloroethane (DCE)""]",,,99.0,"[""O=S(=O)(Cl)c1ccccc1"", ""C#Cc1ccc(Cl)cc1C(=O)Nc1ccccc1""]","[""O=C1c2cc(Cl)ccc2/C(=C\\S(=O)(=O)c2ccccc2)N1c1ccccc1""]","Organic Letters (2023), 25(12), 2073-2077","Cu/none/none/1,2-Dichloroethane (DCE)",5CD25513,5CD25513,13395-16-9 + 98327-87-8 + 107-06-2
RXN000009,Ullmann,[],"[""Cu""]","[""none""]","[""Cs2CO3""]","[""BASE""]","[""DMF""]",,,99.0,"[""Ic1ccccc1"", ""CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C""]","[""CC(C)(C)OC(=O)N(c1ccccc1)N(C(=O)OC(C)(C)C)c1ccccc1""]","European Journal of Organic Chemistry (2023), 26(14), e202300049",Cu/none/Cs2CO3/DMF,80A3A687,80A3A687,66-71-7 + 7681-65-4 + 534-17-8 + 68-12-2
RXN000010,Ullmann,[],"[""Cu""]","[""none""]","[""NEt3"", ""Oxygen (O2)""]","[""BASE"", ""UNK""]","[""1,2-Dichloroethane (DCE)""]",,,99.0,"[""c1ccc(Nc2ccccc2)cc1"", ""Fc1cccc([Bi](c2cccc(F)c2)c2cccc(F)c2)c1""]","[""Fc1cccc(N(c2ccccc2)c2ccccc2)c1""]","Journal of Molecular Structure (2023), 1294(Part_2), 136437","Cu/none/NEt3+Oxygen (O2)/1,2-Dichloroethane (DCE)",99D44827,98A1C5EB,142-71-2 + 121-44-8 + 7782-44-7 + 107-06-2
